Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
		0.863856199465524	0.680286851186551	0.0439505522777774
		0.863856199465524	0.680289013714539	0.0677806371111114
ADGRL2	23266	0.863856199465524	0.680294324879684	0.0758501858333336
OR5M10	390167	0.863856199465524	0.680319164048001	0.0946684860555549
SLF2	55719	0.863889532897817	0.680372143804769	0.0947606679444437
PCBD1	5092	0.863891490445148	0.680400413996216	0.112317101388888
FNBP4	23360	0.863896340688029	0.680430962683554	-0.150362047999998
TNPO2	30000	0.863973705119909	0.680557328433419	0.0989894587222198
TOMM70	9868	0.863973705119909	0.680625837732031	-0.122273792666666
PCDH1	5097	0.863973705119909	0.680630417951672	0.111604481611112
LEO1	123169	0.863973705119909	0.680652906329371	0.174777044555557
		0.863973705119909	0.680666173652963	-0.0516515526111108
		0.863973705119909	0.680679418082853	0.196084685833333
SCOC-AS1	100129858	0.863973705119909	0.680712912902777	0.121994090833334
MARS	4141	0.863973705119909	0.680729427576417	-0.0917840289444438
		0.863973705119909	0.680785215984017	-0.203685131277776
		0.863973705119909	0.680790705981511	-0.188988067499997
HCG27	253018	0.863973705119909	0.680810338294391	-0.110544077166667
		0.863973705119909	0.680812669648184	0.0697330555555578
LHFPL4	375323	0.863991216818416	0.680853200469202	-0.0938211222777792
LOC100506271	100506271	0.864038541154746	0.680917226625183	-0.101039653444445
DTX1	1840	0.864138783059753	0.681042907360296	0.0765818558888887
HOXB5	3215	0.864138783059753	0.681049695890631	0.198964733666666
NHLH1	4807	0.864294279170578	0.681198987271164	-0.0888879807222214
		0.864355322854383	0.681291656834131	0.0655838535000006
C10orf91	170393	0.864355322854383	0.681300584915017	0.0905411058888896
		0.864564714192398	0.681494055331072	-0.13592586011111
ST8SIA4	7903	0.864564714192398	0.681519129612138	0.155675975166668
ZMAT4	79698	0.864610605534345	0.681603404694728	0.0818304412777775
RPA4	29935	0.864610605534345	0.681608806318341	-0.139700817333332
SLC45A2	51151	0.864616369544024	0.681652229312882	-0.086636642166666
		0.864616369544024	0.681666852161778	-0.127441468111113
		0.864917297876671	0.681948823857963	-0.169721350555555
		0.864917297876671	0.681957625664091	0.0743746747777774
ELP5	23587	0.864986929153669	0.682039289919286	0.0891899556666651
CXXC4	80319	0.865023619091477	0.682116000729527	-0.0963477766111103
		0.865023619091477	0.682121746845224	0.0596734564444446
ALYREF	10189	0.8650407468507	0.682162017132225	0.169102886555556
INTS4P2///INTS4P1///INTS4	644619///285905///92105	0.865096143295752	0.682232737484157	0.251081078388889
PLG	5340	0.865096143295752	0.68225923370591	0.101702360555557
RNF125	54941	0.865216136617036	0.682404707037742	0.154471562277776
		0.865216136617036	0.682407405545666	-0.237416337166666
DYX1C1-CCPG1///CCPG1	100533483///9236	0.865236737635519	0.682456990839635	-0.12389920538889
SERPINA9	327657	0.865236737635519	0.682477194062063	-0.0834569366666664
KRTAP4-2	85291	0.865389217683865	0.68262424135547	-0.112310758944445
		0.865539258346181	0.682777107103956	-0.145579598222222
LRRC8B	23507	0.865539258346181	0.682796153276587	0.234806256666667
		0.865619712372069	0.682967449806409	0.142242254166667
PNKP	11284	0.865619712372069	0.682977366133222	0.096275015999999
SFXN4	119559	0.865619712372069	0.682992096901675	-0.139650707833334
SMIM24	284422	0.865619712372069	0.683013564676721	0.115391484166666
KMT2E	55904	0.865619712372069	0.683016172802109	0.108769770111115
		0.865619712372069	0.683020312633423	0.307357084111111
FMN1	342184	0.865626303044968	0.683074370827527	0.169947170555555
MDN1	23195	0.865626303044968	0.683094304199185	-0.104913912777779
		0.865626303044968	0.683105859517495	0.198777447
KRT8P41	283102	0.865636771566887	0.683170607658993	-0.1415145685
TNPO3	23534	0.865636771566887	0.683171338404215	-0.104346183666665
NOXA1	10811	0.865636771566887	0.683230252320878	-0.0900674019999999
		0.865636771566887	0.683230950372563	-0.149896333833333
		0.865636771566887	0.683249920814603	-0.138672348944446
LOC100508226	100508226	0.865636771566887	0.683274815637338	0.0893856779444437
NOV	4856	0.865679875296139	0.683383031999911	0.180397690611111
		0.865679875296139	0.68338708650007	-0.291016776999999
CAPNS2	84290	0.865679875296139	0.683389190253426	0.110870311777778
SIX4	51804	0.865740807445608	0.683464077311412	-0.107822327722222
		0.865760433523412	0.683506357545153	0.123073085666667
		0.865765595488256	0.683537219320854	0.0680346321111109
IQCE	23288	0.865799524472884	0.683590794375902	0.0841105948333309
		0.865850101902762	0.683672279489252	-0.184095361500001
ZNF382	84911	0.865850101902762	0.683708139783965	0.295448118333334
MIOS	54468	0.865850101902762	0.68371109497733	-0.0886957206111116
		0.865964015067476	0.683837673345556	0.127697642833333
		0.865964015067476	0.683880401205555	0.0859761840000006
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///PKD1P2///NPIPA1///PKD1	105369154///101059953///101059938///100288332///642799///642778///339044///283955///9284///5310	0.865964015067476	0.6839113547643	-0.143980671833328
		0.865964015067476	0.683922952499402	0.215481109055556
HAUS5	23354	0.865964015067476	0.683935008589692	0.0833132765555558
TAS2R41	259287	0.866025875892282	0.684068141744373	0.182892776944443
LOC729461///FAM230B///FAM230C	729461///642633///26080	0.866025875892282	0.684080686174411	-0.0718767654444443
FAM35DP///FAM35BP///FAM35A	439965///414241///54537	0.866025875892282	0.684104168465694	0.133690268333337
		0.866025875892282	0.684113821538211	-0.098613522944444
SPAG7	9552	0.866025875892282	0.684117838658512	0.1166500115
ZNF397	84307	0.866084561743686	0.684210305157951	-0.130249773833332
DGCR2	9993	0.866084561743686	0.68421779027763	-0.0788642814444458
		0.866143691184668	0.684291301457272	0.0998980983333344
USMG5	84833	0.866291064315897	0.684434535390945	0.21438233161111
DNAH17	8632	0.866534134070567	0.684689425768864	0.0989703663333339
ROM1	6094	0.866534134070567	0.684719929396284	-0.083408779166664
ZNF260	339324	0.866534134070567	0.684751526150423	-0.242285375666667
		0.866534134070567	0.684752511015948	-0.0659164159444439
ERVH48-1	90625	0.866534134070567	0.684774615405565	-0.12345948911111
		0.866534134070567	0.684787440129651	-0.135959436222223
RBBP9	10741	0.866724827243251	0.685015111830474	0.186922838722221
PKMYT1	9088	0.866724827243251	0.68503677193968	-0.110801529499999
		0.866724827243251	0.685080025266037	0.0927730804444438
NBPF6///NBPF22P///NBPF4	653149///285622///148545	0.866724827243251	0.68508208760794	-0.0784606465
		0.866724827243251	0.685115908974223	0.106652477166668
		0.866724827243251	0.685124606352584	0.0725808333333338
LOC100287869	100287869	0.866724827243251	0.685128673108154	-0.0977287262777784
PHLDA2	7262	0.866724827243251	0.685199247030393	0.181055384722224
		0.866724827243251	0.685200435134368	0.0975555058333337
		0.866724827243251	0.685206298868214	0.0928218106111123
		0.866771376840776	0.685290559012935	-0.103330143833333
		0.866771376840776	0.685296734747971	-0.18318077122222
TTC39C	125488	0.866796200317251	0.685343179329456	0.156581927277776
PHLPP2	23035	0.866832102574521	0.685417549873895	0.193779864000001
NHSL1	57224	0.866832102574521	0.685436796811256	0.1076044135
		0.866832102574521	0.685453492838067	-0.274371293666665
		0.866832102574521	0.685478843776559	0.0562935605000003
SLC24A1	9187	0.866854787166315	0.68554321036255	0.113693830166667
		0.866854787166315	0.685550422782654	-0.106531252555555
		0.866865330277261	0.68558558127989	0.254999078833332
XXYLT1	152002	0.866953544161824	0.685682171016017	-0.0775945215000009
		0.866967510704877	0.685720040953544	-0.357206747555557
		0.866989477437504	0.685764239679768	0.109008156166667
CDC14A	8556	0.867038871135698	0.685830134570566	-0.162615085055554
PER1	5187	0.867093948745885	0.685900528683705	0.200253611388891
		0.867148202220492	0.685970274260498	0.0629016075555553
LATS2	26524	0.867218350815673	0.686061565799649	0.113286343388888
TMOD2	29767	0.867218350815673	0.686079429174739	0.23593336277778
		0.867230411877487	0.686115802794444	-0.132373798277778
		0.867252937272609	0.686167817129274	0.0567334504444439
		0.867252937272609	0.686187288910381	0.229210437333336
FOXK1	221937	0.867341874758945	0.686306262824959	0.0866111916666652
		0.867341874758945	0.686311328453947	0.235020494999998
LOC100130156	100130156	0.867354420363374	0.68634809118572	0.123609867166667
AMTN	401138	0.867357416315433	0.686377297642394	-0.0772700327222227
		0.867440705425766	0.686480968392219	0.0829132895000009
SHISA3	152573	0.867440705425766	0.686496884504986	-0.121740206166667
LINC01126	100129726	0.867538682851794	0.686622343130763	0.101454742666669
		0.867538682851794	0.686628106990246	-0.175078617111113
HKDC1	80201	0.867542938136318	0.686658316370263	0.100290432777775
		0.867549465156685	0.686690324157775	-0.173545286277779
SERINC5	256987	0.867577416488926	0.68673929097035	-0.122618053666667
CXorf56	63932	0.867661761207488	0.686852368732709	0.162559367777778
NABP2	79035	0.867661761207488	0.686876344083373	0.151297611944445
GAD2	2572	0.867661761207488	0.686886590266885	0.081062669055556
SNORA48///EIF4A1	652965///1973	0.867680269043752	0.686999174741072	-0.13716157461111
ZNF503	84858	0.867680269043752	0.687039884574464	-0.103089255777777
TBX18	9096	0.867680269043752	0.687044223306498	0.095934209833334
		0.867680269043752	0.687080699630177	-0.0937409287222231
		0.867680269043752	0.687106430174531	0.0451576365000004
LTF	4057	0.867680269043752	0.687109851494135	0.195862525222221
LOC100506242	100506242	0.867680269043752	0.687143165517874	-0.190855039166664
CCDC158	339965	0.867680269043752	0.687152831132309	-0.0592189574999993
		0.867680269043752	0.687185984214964	-0.164240690277777
		0.867680269043752	0.687242197751166	-0.280736693944442
SCUBE2	57758	0.867680269043752	0.687283724311478	0.0800778501111092
NBEAL1	65065	0.867680269043752	0.687295881754749	0.131438121166667
		0.867680269043752	0.687335125037589	-0.0570224922777771
SLC37A4	2542	0.867680269043752	0.687336013631566	0.0907480765555579
RHBDD3	25807	0.867680269043752	0.687347182768822	0.105808387111113
NSUN2	54888	0.867680269043752	0.687356771258128	-0.139768927888889
		0.867680269043752	0.687370240241211	-0.114625283333332
LOC646383	646383	0.867680269043752	0.687384464863874	0.172779776999999
SYNPO	11346	0.86771813895819	0.687513894779188	-0.0954877712222224
		0.86771813895819	0.687529938305481	0.308158185166667
PIH1D3	139212	0.86771813895819	0.68756804349484	-0.0743638582222221
		0.86771813895819	0.68758466658352	-0.0991146776666674
		0.86771813895819	0.687628746310128	0.153589186666667
MRC2	9902	0.86771813895819	0.687632937331634	0.13374889438889
PRDM10///FABP1	56980///2168	0.86771813895819	0.687646279701545	-0.0800224591666652
ACSF2	80221	0.86771813895819	0.687679283918426	-0.150606778555553
		0.86771813895819	0.687683402961197	-0.0496169186666657
		0.86771813895819	0.687691352402668	-0.197114990555553
RPAP3	79657	0.86771813895819	0.687711477064311	0.136059180888888
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPB6///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100288332///100132247///728741///642799///642778///440345///339044///283970///283955///23117///9284///5310///100132247///440345///23117	0.86771813895819	0.687749774238722	-0.107147518500001
		0.86771813895819	0.687763475258529	-0.146359478166669
DYNLRB2	83657	0.867734718536777	0.687803463822088	-0.0742366597777782
		0.867782277870043	0.687868010241963	-0.133806477055555
		0.867826711361406	0.687930081736041	-0.151997066333334
BZW2	28969	0.867871038044096	0.687993455639895	-0.193557799555554
WWC2	80014	0.867871038044096	0.688018922923297	-0.177775823333334
TRPA1	8989	0.867873460428998	0.688058037318788	-0.0542537840555561
EXO5	64789	0.867873460428998	0.688082784507716	0.104513062333334
PLPPR1	54886	0.867873460428998	0.688142032383149	-0.0948314585555554
		0.867873460428998	0.688147782741378	-0.0686157381666668
		0.867873460428998	0.688163050124383	-0.150899987333334
		0.867873460428998	0.688181953446205	-0.0770584186111094
		0.867894561655621	0.68822553804751	-0.229457627944444
		0.867977518922143	0.688362374245744	0.089621350666667
PIK3C3	5289	0.867977518922143	0.688364228823706	0.135587119055552
ABCC9	10060	0.867977518922143	0.688391293402262	0.0572814510000001
		0.867977518922143	0.688414959447322	0.0693437562222217
		0.867977518922143	0.688425596286289	0.124489665944445
TTLL10	254173	0.86798555625722	0.688461469210705	-0.0809416610555571
		0.86798555625722	0.688532515953778	0.111857754222225
		0.86798555625722	0.688630762607358	0.0894222256111119
		0.86798555625722	0.688645005759036	-0.203994587444444
		0.86798555625722	0.688695265324493	0.138465630888889
		0.86798555625722	0.688706225753434	0.0673177777777756
		0.86798555625722	0.688726899791422	0.0962644886111121
		0.86798555625722	0.688776088568553	0.150008535277777
		0.86798555625722	0.68878259281206	0.173529698833334
ZFP36	7538	0.86798555625722	0.688792634282083	0.233088075777779
TIMP3	7078	0.86798555625722	0.688827669022381	-0.109855943833334
ASAP2	8853	0.86798555625722	0.688854368143833	-0.165220049444446
		0.86798555625722	0.688855282518809	0.188689532166666
SPINK1	6690	0.86798555625722	0.688863329852408	0.0833399573888878
		0.86798555625722	0.688882612400354	0.0927748832222228
ATXN7L1	222255	0.86798555625722	0.688897587091047	0.328048290833334
		0.86798555625722	0.688900937216327	0.147246597777778
		0.86798555625722	0.688915363839809	0.111912902999999
SOX5	6660	0.868086462797911	0.68902690613362	0.131866473000001
HLA-DRA///HLA-DQA1	3122///3117	0.868086462797911	0.689049169366059	-0.254985869666664
ZC3HAV1	56829	0.868140826984295	0.689277033431003	-0.10295211994444
REST	5978	0.868140826984295	0.689290768424787	0.0738989783888861
		0.868140826984295	0.689300333982188	0.0608739664999995
OLA1	29789	0.868140826984295	0.6893017176388	0.232156992055558
		0.868140826984295	0.689303619939439	0.0478428888888884
OBP2A	29991	0.868140826984295	0.689312483703369	-0.115986521888889
SNORD115-2	100033437	0.868140826984295	0.689315132562306	0.0634795344444452
RPL15	6138	0.868140826984295	0.68933176625589	-0.121588619444445
ITM2B///ITM2B	9445///9445	0.868140826984295	0.689348847417716	-0.100858331166666
SAFB	6294	0.868140826984295	0.689360920904425	-0.130763816166668
SERPINB13	5275	0.868160870466466	0.689423615931936	0.0684660373888892
		0.868160870466466	0.689519311964206	-0.0567315594444455
		0.868160870466466	0.689524679954493	-0.199667928111112
SNORD12C	26765	0.868160870466466	0.689531122649846	0.157289769388887
PCM1	5108	0.868160870466466	0.689543520307903	-0.0838979539444473
RSPRY1	89970	0.868160870466466	0.689548082749438	0.0996567700555557
		0.868160870466466	0.689568297890839	-0.0549352525555555
CR2	1380	0.868160870466466	0.689591721403595	-0.136860661666667
LOC102724985///PDXDC1	102724985///23042	0.868194621593064	0.689645391998402	0.0845512374999995
TCF21	6943	0.86823470906186	0.689726039875539	-0.0949789288888883
PAPOLG	64895	0.86823470906186	0.689730960981168	-0.183911543833331
		0.868286129877922	0.689798674449287	0.149635807333333
		0.868290770744145	0.68984696082256	0.152998697277777
		0.868290770744145	0.689882368014725	0.100935598500005
MBNL1	4154	0.868290770744145	0.689882955128543	0.127078135555561
		0.86829874332622	0.689972313984231	0.080543345222222
HOXC10	3226	0.86829874332622	0.689978301399328	0.0990383353333324
C12orf40	283461	0.86829874332622	0.689995468358441	0.0726952570000003
LOC100129434	100129434	0.86829874332622	0.689996748974061	0.0967866818333345
		0.868310609679796	0.69003304382988	-0.0701754599999989
NCDN	23154	0.868404254719101	0.690147186095613	-0.0959232213888903
CYB5R2	51700	0.868404254719101	0.690161198322129	-0.10845095261111
		0.86841356265337	0.690202794199386	-0.0661509981111106
AHNAK	79026	0.86841356265337	0.69022233257023	-0.163297116444443
		0.868468615161614	0.69031533957213	0.0521561701111111
		0.868468615161614	0.690321504573873	0.143506616999997
CAPZB	832	0.868468615161614	0.690346699072807	0.109693292999996
		0.868589205950798	0.690477419397074	-0.191721196777778
CHGB	1114	0.868589205950798	0.690497382247337	-0.0965321507222225
		0.868589205950798	0.690571544943559	-0.163441940944445
		0.868589205950798	0.690592780574863	0.122525867333335
C12orf54	121273	0.868589205950798	0.690597556880944	-0.0858962123333327
		0.868589205950798	0.690603799836751	0.0635901137777788
NUDT7	283927	0.868602567877318	0.690641297975904	0.176348550722223
B3GAT2	135152	0.868621334112685	0.690683094170849	0.0982260034999989
NTMT1	28989	0.868701859990967	0.690774001535468	0.120475397333335
		0.868778279134775	0.690861648164413	-0.111022476833332
DCN	1634	0.868799153284867	0.690905127838895	0.0643736916111108
OCLM	10896	0.868818126265378	0.690947096857315	0.253264936888888
MPC2	25874	0.868823887129943	0.690978559409522	0.108783329833329
CYSRT1	375791	0.868934571053398	0.691093471226096	0.103915767277781
		0.869003396924933	0.691176361285639	0.114015572722223
TMEM88	92162	0.869003396924933	0.691207186615663	-0.151268260777777
PRPF18	8559	0.869003396924933	0.691233220816543	0.0893644891666652
		0.869003396924933	0.691255757400453	0.228120908444445
		0.869008861873094	0.691286991356057	-0.072930610333334
UTS2R	2837	0.869039045704185	0.691337890014108	0.113861029000002
SYTL2	54843	0.869176348675671	0.691474009266345	0.129178029722223
AR	367	0.86918792510624	0.69151011126456	-0.137905263777779
ZNF565	147929	0.869209746216653	0.691554364777118	0.160140142722221
UCP1	7350	0.869411491033234	0.691741774803089	-0.0836300905000007
PPARG	5468	0.86942778568365	0.691781639318908	0.130467504777778
		0.869442402557999	0.691820169827252	0.0590767452222227
TAF11	6882	0.869453200402245	0.691855662298362	-0.110195736833337
ZNF253	56242	0.869507527857318	0.691949660069151	0.311117181055558
ARHGAP36	158763	0.869507527857318	0.691984106739282	-0.0791648047777764
		0.869507527857318	0.691998420983393	-0.0935001222777756
		0.869507527857318	0.692055339658442	-0.109634472611111
		0.869507527857318	0.692127895246171	0.0459462086111126
SDHAF3	57001	0.869507527857318	0.692155459290218	0.1428306925
INPP5J	27124	0.869507527857318	0.692161662864497	-0.0669497119999996
SSRP1	6749	0.869507527857318	0.692181407285454	-0.167109066499998
RPL23A	6147	0.869507527857318	0.692211476253393	-0.121495347166663
RPS3	6188	0.869507527857318	0.692242207898851	-0.0694027505555557
		0.869507527857318	0.692333910692604	0.16525003211111
		0.869507527857318	0.692339266486373	0.162280283166667
MMP16	4325	0.869507527857318	0.692353975334125	0.0902526706111111
EZH2	2146	0.869507527857318	0.692360407462811	0.135643877666669
MIR7-3HG	284424	0.869507527857318	0.692362254201392	-0.103113715833332
PCDH11Y///PCDH11X	83259///27328	0.869507527857318	0.692369998632986	0.070031329611111
ACSM5	54988	0.869507527857318	0.692379395415993	0.114627573055556
BANF1	8815	0.869507527857318	0.692396185397732	-0.24281282166667
KCNQ3	3786	0.869507527857318	0.692433917512981	0.0924585567222227
		0.869507527857318	0.692471701889933	0.0986258313888895
		0.869507527857318	0.692490614218288	0.0751365761111109
KRT5	3852	0.869507527857318	0.692490742074045	0.114064594444446
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///PKD1P2///NPIPB3///NPIPA1///PKD1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100288332///100132247///642799///642778///440345///339044///283970///283955///23117///9284///5310///100132247///440345///23117	0.869519382932358	0.692562419644814	-0.118413533222222
		0.869519382932358	0.69256822266743	-0.156940553
RGL3	57139	0.869519382932358	0.692595355045633	0.0709292143333347
VGLL1	51442	0.869519382932358	0.692616474861261	0.0898653547222219
GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8N///GOLGA8IP///ULK4P1///CHRFAM7A	728047///653720///653125///653075///653073///643699///283796///89838///89832	0.869519382932358	0.692634696728953	0.128509196388888
		0.86964238016031	0.692760952224868	-0.0994479781666668
ORC3	23595	0.86964238016031	0.692793013326783	0.156016223611112
		0.86964238016031	0.692830603261985	-0.145413939055554
		0.86964238016031	0.692840298540515	0.0611687741666675
BTF3P9	503543	0.869738907100212	0.692944110539202	-0.134406022111111
ADGRG2	10149	0.869788030397019	0.693067711582585	-0.0747225426666676
		0.869788030397019	0.693086009590984	0.344402506833333
		0.869788030397019	0.693121658387023	0.137747367055555
APOPT1	84334	0.869788030397019	0.69313942811336	-0.0793316988333324
		0.869788030397019	0.693155275167383	0.0903460938333334
CH17-360D5.1///NPY4R	100996758///5540	0.869788030397019	0.693205889524153	-0.101371057833333
PLPPR2	64748	0.869788030397019	0.693213631982482	-0.109963206
SBNO1	55206	0.869788030397019	0.693224638361517	-0.159406431555555
		0.869788030397019	0.693225446707317	-0.0911930489444455
		0.869853917005434	0.693304871630735	0.0921472462777775
TMEM198B///TMEM198B	440104///440104	0.869887407824847	0.693358479019328	0.124958678555556
		0.86990785068709	0.693401687981545	0.0948582734444443
RHOC	389	0.869912234523174	0.693450616381145	-0.146074738166665
MYL12B	103910	0.869912234523174	0.693484597467129	0.156362463111108
		0.869912234523174	0.693485926633585	-0.0669585576111116
TIMMDC1	51300	0.86992971595696	0.693526777979115	-0.145954268055558
CYP3A7-CYP3A51P///CYP3A7	100861540///1551	0.86998616949916	0.693598701019595	-0.05200129011111
		0.870051977879033	0.693678086011101	-0.147008771888892
		0.870089053638816	0.693734566141898	0.0900880172777776
ZSCAN4	201516	0.87017168798189	0.693827374492785	-0.0950203087777775
		0.870188455688054	0.693885596526268	-0.0773506574444442
		0.870188455688054	0.693895643162156	-0.228647177388887
LRRC43	254050	0.870188455688054	0.693921514090032	-0.0851152311666681
		0.870279417671539	0.694020976779305	-0.101810931055555
KCNK12	56660	0.87034234874141	0.694099987941956	0.132144677944444
		0.87034234874141	0.6941250185176	-0.0872334784444453
		0.870434514558493	0.694314666356066	0.0847401096666656
IQSEC2	23096	0.870434514558493	0.694336050616033	0.125428138944444
		0.870434514558493	0.694345756617303	0.0576191586111108
SNRPD3	6634	0.870434514558493	0.694347360878944	-0.156177703833331
RNU2-1	6066	0.870434514558493	0.694355128067286	0.232496562555555
		0.870434514558493	0.694418243320285	0.221003093666666
C10orf88	80007	0.870434514558493	0.694419375320828	-0.135467567611111
		0.870434514558493	0.694432400508155	-0.0635123987777773
SCMH1	22955	0.870434514558493	0.694465039819011	-0.191999226888887
		0.870434514558493	0.694488075722107	0.0552674905000003
		0.870434514558493	0.694546649328414	-0.0485884827222236
		0.870434514558493	0.694582098026163	-0.0848606392777782
		0.870434514558493	0.694585522799591	0.0964892419999988
MED26	9441	0.870434514558493	0.694617919300358	-0.150429012166664
DERL1	79139	0.870434514558493	0.694653464310229	-0.10522935083333
		0.870434514558493	0.694676388935374	0.0733683381111119
CNTN1	1272	0.870434514558493	0.694700530279536	0.134863896888889
SLTM	79811	0.870434514558493	0.694701739104646	-0.0818016227777782
ELF3	1999	0.870434514558493	0.694725280096127	0.0862706315555557
CDCP2	200008	0.870434514558493	0.69474414525723	0.083973994555556
		0.870434514558493	0.694764073097367	0.162473482388889
		0.870452387708171	0.694805270582071	-0.0598810767777769
LDAH	60526	0.87050793503147	0.694913191240979	-0.119136024388889
		0.87050793503147	0.694935056097968	0.103843208444443
KLHL25	64410	0.87050793503147	0.69493866114313	-0.101273892888889
SYPL2	284612	0.87050793503147	0.694957341902076	-0.0882288773888877
ZNF814	730051	0.870539139906905	0.695022802919107	-0.156101257055555
CARD19	84270	0.870539139906905	0.695063244601621	-0.144669486944445
		0.870539139906905	0.695069220233908	0.10714967638889
		0.870539139906905	0.695100955266726	0.151089769222223
		0.870539139906905	0.695116924684181	-0.0771145329444458
OMP	4975	0.870633107776135	0.695218894173889	-0.118045616055556
FBXO17	115290	0.87066055246365	0.695268484942112	-0.109417474666667
KCNJ5	3762	0.87066055246365	0.695317351229494	0.102319548944446
		0.87066055246365	0.695340227240424	0.107402001666667
		0.87066055246365	0.695372741947458	0.0740066976111118
ZNF263	10127	0.87066055246365	0.695375498941761	-0.107394220888889
		0.870804857203499	0.695524052830708	0.0923420777222215
CDH20	28316	0.870804857203499	0.69556730163638	0.0806476642222229
PNPLA5	150379	0.870804857203499	0.69561870990645	0.0911449268333335
		0.870804857203499	0.69563134404451	-0.0744900845555549
PLA2G3	50487	0.870804857203499	0.69565183365872	0.0849983031111128
		0.870804857203499	0.695652405958799	0.216677931944444
ZNF567	163081	0.870861714992489	0.69573336627836	0.1186597205
MTMR8	55613	0.870861714992489	0.695751715743202	-0.122840661277777
SRRD	402055	0.870891454979749	0.69582510917639	0.124988828166668
		0.870891454979749	0.695832350402122	0.0904633970555553
TAC4	255061	0.870891454979749	0.695856310907831	-0.109731040055556
NR2E3	10002	0.871074047628063	0.696036189338806	0.0742724633333323
C14orf159///PIGF	80017///5281	0.871074047628063	0.69605610680641	0.0814630873333346
DSC1	1823	0.871169511368242	0.696164053908001	-0.0912421643333343
		0.871169511368242	0.696186297117364	0.14832996488889
		0.871224495534758	0.696257192526927	0.199913792388889
		0.87127515771668	0.696360757816777	0.0807661735555563
PLEKHH2	130271	0.87127515771668	0.696364588846844	0.0980208090000012
		0.87127515771668	0.696378551074997	0.104182233611112
		0.871281501475611	0.69641057854401	0.0820256272777784
		0.871326252644247	0.696473306428147	0.105874903555554
		0.871364344834046	0.696530714183732	-0.190269220999996
ANKRD2	26287	0.871556384986198	0.696711188357056	0.0814644377222216
LOC642648	642648	0.871706673161128	0.696858297117577	-0.0984455808888889
IGF2-AS	51214	0.871730167833879	0.696904050204499	0.110091579277777
SMN2///SMN1	6607///6606	0.871815631009648	0.697026407294616	-0.124736799388887
SLC10A1	6554	0.871815631009648	0.697055198439805	-0.0863238163333344
RNASE9	390443	0.871815631009648	0.697070461772054	-0.100802431888888
TNNT1	7138	0.871815631009648	0.697093418327218	0.131779079888888
		0.871815631009648	0.697107241973124	0.116498487000001
TMC4	147798	0.871823764931606	0.697140719800048	-0.0910374909999989
		0.871852114220192	0.69720459777259	0.0882780923888866
		0.871852114220192	0.6972173384564	0.0831421030000001
		0.871960349330457	0.697330871863298	-0.0922015991666671
ST6GALNAC3	256435	0.87207902671828	0.697452763269726	-0.130451567166667
		0.872272222622952	0.697634261155388	-0.165606571944443
GSTK1	373156	0.872322107969697	0.697701148266596	-0.108590179888887
PXMP4	11264	0.87244528542309	0.697852539297305	-0.0870895441111106
		0.87244528542309	0.697903639001507	0.226020866500003
		0.87244528542309	0.697910697705219	-0.0611074006111108
		0.87244528542309	0.697923574037062	0.0712611683888884
SRM	6723	0.87244528542309	0.697941949310713	0.103771604499999
NOL3	8996	0.87244528542309	0.697965301836178	0.0949657600555556
FAM132A	388581	0.87244528542309	0.698002944725405	0.094709612888888
GAB4	128954	0.87244528542309	0.698015613246981	-0.0969397687222227
TFB2M	64216	0.872543834238518	0.698137038912036	0.151434481166666
FAAH	2166	0.872543834238518	0.698148451385858	0.119851746833335
		0.872693157782891	0.698301280316871	-0.0676280845000004
PPEF1	5475	0.872693157782891	0.698381184160863	-0.0665316231666671
ITIH5	80760	0.872693157782891	0.698384351449005	-0.0668471075555548
		0.872693157782891	0.698392931376815	0.082283459833334
TFDP3	51270	0.872693157782891	0.698402933671986	0.0731239358888889
ZP3	7784	0.87275214376346	0.698502261319713	-0.142310155111112
		0.87275214376346	0.69850414451512	0.312930605722221
		0.87282307480868	0.698587918759498	-0.0661243202777775
DGCR8	54487	0.87282665229429	0.698617787037941	-0.0877865527222204
		0.872865635137494	0.698675995378921	0.118583744444445
CLDN3	1365	0.872896533162612	0.698728144934068	0.108628656333334
OR6C74	254783	0.872896533162612	0.698754741577187	0.0703004926111106
CISD1	55847	0.872898713375891	0.698783494009709	0.174590379500001
PANX2	56666	0.872942318364952	0.698845409724116	0.0913903953888902
		0.872944860925146	0.698874453800906	-0.137741081611111
		0.872961208724877	0.698914550854665	-0.12884273138889
CCL26	10344	0.872998028164916	0.698971039660026	-0.0790614330555552
TMPRSS11D	9407	0.873008324566376	0.699008275568477	0.0743957642222224
SFRP2	6423	0.873008324566376	0.699033304655729	-0.099778748055555
		0.873031728286458	0.699100692496939	-0.294226589000003
